meta_doi,meta_instrument_name,scale_name,item_text,database,corpus,url
NA,Healthy Behavior Index,total_scale,Did you eat healthy all day yesterday?,ScienceofBehaviorChange,larsen_corpus,NA
NA,Stages of Change Readiness and Treatment Eagerness Scale (SOCRATES),total_scale,"I have made some changes in my drug use, and I want some help to keep from going back to the way I used before.",NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-07/socrates-cde
NA,Stages of Change Readiness and Treatment Eagerness Scale (SOCRATES),total_scale,I really want to make changes in my drinking.,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-07/socrates-cde
NA,Stages of Change Readiness and Treatment Eagerness Scale (SOCRATES),total_scale,"I have already changed my drug use, and I am looking for ways to keep from slipping back to my old pattern.",NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-07/socrates-cde
NA,Stages of Change Readiness and Treatment Eagerness Scale (SOCRATES),total_scale,I really want to make changes in my use of drugs.,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-07/socrates-cde
NA,Stages of Change Readiness and Treatment Eagerness Scale (SOCRATES),total_scale,"I'm not just thinking about changing my drinking, I'm already doing something about it.",NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-07/socrates-cde
NA,Stages of Change Readiness and Treatment Eagerness Scale (SOCRATES),total_scale,I have already started making some changes in my drinking.,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-07/socrates-cde
NA,Stages of Change Readiness and Treatment Eagerness Scale (SOCRATES),total_scale,"I'm not just thinking about changing my drug use, I'm already doing something about it.",NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-07/socrates-cde
NA,Stages of Change Readiness and Treatment Eagerness Scale (SOCRATES),total_scale,I am working hard to change my drug use.,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-07/socrates-cde
NA,Stages of Change Readiness and Treatment Eagerness Scale (SOCRATES),total_scale,I have already started making some changes in my use of drugs.,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-07/socrates-cde
NA,Stages of Change Readiness and Treatment Eagerness Scale (SOCRATES),total_scale,I am actively doing things now to cut down or stop drinking.,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-07/socrates-cde
NA,Stages of Change Readiness and Treatment Eagerness Scale (SOCRATES),total_scale,I am actively doing things now to cut down or stop my use of drugs.,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-07/socrates-cde
NA,Sibling Relationship Questionnaire (13-item)(SRQ),total_scale,What is the brother's name?,CatalogueMentalHealth,larsen_corpus,https://www.cataloguementalhealth.ac.uk/?content=study&studyid=EPAD
NA,Sibling Relationship Questionnaire (13-item)(SRQ),total_scale,What is the brother's age in years?,CatalogueMentalHealth,larsen_corpus,https://www.cataloguementalhealth.ac.uk/?content=study&studyid=EPAD
NA,Sibling Relationship Questionnaire (13-item)(SRQ),total_scale,What is the sister's name?,CatalogueMentalHealth,larsen_corpus,https://www.cataloguementalhealth.ac.uk/?content=study&studyid=EPAD
NA,Sibling Relationship Questionnaire (13-item)(SRQ),total_scale,What is the sister's age in years?,CatalogueMentalHealth,larsen_corpus,https://www.cataloguementalhealth.ac.uk/?content=study&studyid=EPAD
NA,Dickman Functional and Dysfunctional Impulsivity Scale,total_scale,"Most of the time, I can put my thoughts into words very rapidly.",ScienceofBehaviorChange,larsen_corpus,NA
NA,Multidimensional Inventory of Subjective Cognitive Impairment (MISCI),total_scale,I have had trouble finding the right word(s) to express myself,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-07/misci-cde
NA,Objective Scale,total_scale,Indicate how often in an average month you take part in or attend each one for your leisure (not for employment): Go to a club/group/society,ScienceofBehaviorChange,larsen_corpus,NA
NA,Objective Scale,total_scale,"Indicate how often in an average month you take part in or attend each one for your leisure (not for
employment): Eat out",ScienceofBehaviorChange,larsen_corpus,NA
NA,Objective Scale,total_scale,"Indicate how often in an average month you take part in or attend each one for your leisure (not for
employment): Go to a hotel/bar/pub",ScienceofBehaviorChange,larsen_corpus,NA
NA,Objective Scale,total_scale,"Indicate how often in an average month you take part in or attend each one for your leisure (not for
employment): Go to a place of worship (e.g. church)",ScienceofBehaviorChange,larsen_corpus,NA
NA,Objective Scale,total_scale,"Indicate how often in an average month you take part in or attend each one for your leisure (not for
employment) Play sport or go to a gym",ScienceofBehaviorChange,larsen_corpus,NA
NA,Objective Scale,total_scale,"Indicate how often in an average month you take part in or attend each one for your leisure (not for
employment): Visit family or friend",ScienceofBehaviorChange,larsen_corpus,NA
NA,Objective Scale,total_scale,"Indicate how often in an average month you take part in or attend each one for your leisure (not for
employment): Other (please describe)",ScienceofBehaviorChange,larsen_corpus,NA
NA,Objective Scale,total_scale,"Indicate how often in an average month you take part in or attend each one for your leisure (not for
employment): Chat with neighbours or shopkeepers",ScienceofBehaviorChange,larsen_corpus,NA
NA,Gender Identity Self-Stigma scale (8-item),total_scale,I wish that I could identify more closely with the sex I was assigned at birth,CatalogueMentalHealth,larsen_corpus,https://www.cataloguementalhealth.ac.uk/?content=study&studyid=LOGIC
NA,Gender Identity Self-Stigma scale (8-item),total_scale,I have tried to feel more like the sex I was assigned at birth,CatalogueMentalHealth,larsen_corpus,https://www.cataloguementalhealth.ac.uk/?content=study&studyid=LOGIC
NA,Gender Identity Self-Stigma scale (8-item),total_scale,I would like to get professional help in order to change my gender identity from what it is to something else,CatalogueMentalHealth,larsen_corpus,https://www.cataloguementalhealth.ac.uk/?content=study&studyid=LOGIC
NA,Gender Identity Self-Stigma scale (8-item),total_scale,I have tried to stop feeling like the gender I do in general,CatalogueMentalHealth,larsen_corpus,https://www.cataloguementalhealth.ac.uk/?content=study&studyid=LOGIC
NA,Gender Identity Self-Stigma scale (8-item),total_scale,I wish I weren't of my gender identity,CatalogueMentalHealth,larsen_corpus,https://www.cataloguementalhealth.ac.uk/?content=study&studyid=LOGIC
NA,UCLA Loneliness Scale,Emotional Proximity to Others,How often do you feel that you lack companionship?,Stress Measurement Network,larsen_corpus,NA
NA,PROMIS Companionship - Short Form 4a,total_scale,Can you find companionship when you want it?,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/promis-companionship-4a-cde
NA,A Measure of Styles of Handling Interpersonal Conflict,Obliging,I generally try to satisfy the needs of my ___.,Stress Measurement Network,larsen_corpus,NA
NA,A Measure of Styles of Handling Interpersonal Conflict,Avoiding,I try to stay away from disagreement with my ___.,Stress Measurement Network,larsen_corpus,NA
NA,A Measure of Styles of Handling Interpersonal Conflict,Obliging,I try to satisfy the expectations of my ___.,Stress Measurement Network,larsen_corpus,NA
NA,Life Satisfaction Index for the Third Age (LSITA) Scale,total_scale,"In spite of what people say, the fate of the average person is getting worse, not better.",ScienceofBehaviorChange,larsen_corpus,NA
NA,General Health Questionnaire (12-item) (GHQ-12),total_scale,Have you recently been able to face up to your problems?,CatalogueMentalHealth,larsen_corpus,https://www.cataloguementalhealth.ac.uk/?content=study&studyid=ELSA
NA,General Health Questionnaire (12-item) (GHQ-12),total_scale,Have you recently been able to face up to your problems?,CatalogueMentalHealth,larsen_corpus,https://www.cataloguementalhealth.ac.uk/?content=study&studyid=NICOLA
NA,General Health Questionnaire (12-item) (GHQ-12),total_scale,Have you recently been able to face up to your problems?,CatalogueMentalHealth,larsen_corpus,https://www.cataloguementalhealth.ac.uk/?content=study&studyid=SWS
NA,General Health Questionnaire (30-item) (GHQ-30),total_scale,Have you recently been able to face up to your problems?,CatalogueMentalHealth,larsen_corpus,https://www.cataloguementalhealth.ac.uk/?content=study&studyid=Whitehall
NA,General Health Questionnaire (12-item) (GHQ-12),total_scale,Have you recently been able to face up to problems?,CatalogueMentalHealth,larsen_corpus,https://www.cataloguementalhealth.ac.uk/?content=study&studyid=COSMO
NA,General Health Questionnaire (12-item) (GHQ-12),total_scale,Have you recently been able to face up to problems?,CatalogueMentalHealth,larsen_corpus,https://www.cataloguementalhealth.ac.uk/?content=study&studyid=MHCYP
NA,General Health Questionnaire (12-item) (GHQ-12),total_scale,Have you recently been able to face up to problems?,CatalogueMentalHealth,larsen_corpus,https://www.cataloguementalhealth.ac.uk/?content=study&studyid=UKHLS
NA,General Health Questionnaire (12-item) (GHQ-12),total_scale,Have you recently been able to face up to problems?,CatalogueMentalHealth,larsen_corpus,https://www.cataloguementalhealth.ac.uk/?content=study&studyid=WCHADS
NA,General Health Questionnaire (12-item) (GHQ-12),total_scale,"Within the last few weeks, have you been able to face up to your problems?",CatalogueMentalHealth,larsen_corpus,https://www.cataloguementalhealth.ac.uk/?content=study&studyid=KCLMilitary
NA,The Negative And Positive Affect Scale (NAPAS) original 12-item version,total_scale,"During the past 30 days, how much of the time did you feel so sad nothing could cheer you up?",ScienceofBehaviorChange,larsen_corpus,NA
NA,The Negative And Positive Affect Scale (NAPAS) original 12-item version,total_scale,"During the past 30 days, how much of the time did you feel hopeless?",ScienceofBehaviorChange,larsen_corpus,NA
NA,The Negative And Positive Affect Scale (NAPAS) original 12-item version,total_scale,"During the past 30 days, how much of the time did you feel worthless?",ScienceofBehaviorChange,larsen_corpus,NA
NA,The Negative And Positive Affect Scale (NAPAS) original 12-item version,total_scale,"During the past 30 days, how much of the time did you feel that everything was an effort?",ScienceofBehaviorChange,larsen_corpus,NA
NA,The Negative And Positive Affect Scale (NAPAS) original 12-item version,total_scale,"During the past 30 days, how much of the time did you feel full of life?",ScienceofBehaviorChange,larsen_corpus,NA
NA,The Negative And Positive Affect Scale (NAPAS) original 12-item version,total_scale,"During the past 30 days, how much of the time did you feel satisfied?",ScienceofBehaviorChange,larsen_corpus,NA
NA,Physical Health Index,total_scale,"During the past 30 days, for about how many days did poor health keep you from doing your usual activities?",ScienceofBehaviorChange,larsen_corpus,NA
NA,Public Health Surveillance Well-being Scale (PHS-WB),total_scale,I have felt healthy and full of energy sometime during the past 30 days,ScienceofBehaviorChange,larsen_corpus,NA
NA,The Negative And Positive Affect Scale (NAPAS) original 12-item version,total_scale,"During the past 30 days, how much of the time did you feel extremely happy?",ScienceofBehaviorChange,larsen_corpus,NA
NA,Positive and Negative Affect Schedule (PANAS),total_scale,I have felt scared,ScienceofBehaviorChange,larsen_corpus,NA
NA,Positive and Negative Affect Schedule (PANAS)- Child Version,total_scale,I have felt scared,ScienceofBehaviorChange,larsen_corpus,NA
NA,Positive and Negative Affect Schedule (PANAS),total_scale,I have felt afraid,ScienceofBehaviorChange,larsen_corpus,NA
NA,Positive and Negative Affect Schedule (PANAS)- Child Version,total_scale,I have felt afraid,ScienceofBehaviorChange,larsen_corpus,NA
NA,Positive and Negative Affect Schedule (PANAS)- Child Version,total_scale,I have felt frightened,ScienceofBehaviorChange,larsen_corpus,NA
NA,Positive and Negative Affect Schedule (PANAS),total_scale,I have felt excited,ScienceofBehaviorChange,larsen_corpus,NA
NA,Positive and Negative Affect Schedule (PANAS)- Child Version,total_scale,I have felt excited,ScienceofBehaviorChange,larsen_corpus,NA
NA,Positive and Negative Affect Schedule (PANAS),total_scale,I have felt nervous,ScienceofBehaviorChange,larsen_corpus,NA
NA,Positive and Negative Affect Schedule (PANAS)- Child Version,total_scale,I have felt nervous,ScienceofBehaviorChange,larsen_corpus,NA
NA,Positive and Negative Affect Schedule (PANAS)- Child Version,total_scale,I have felt mad,ScienceofBehaviorChange,larsen_corpus,NA
NA,Positive and Negative Affect Schedule (PANAS),total_scale,I have felt distressed,ScienceofBehaviorChange,larsen_corpus,NA
NA,Positive and Negative Affect Schedule (PANAS),total_scale,I have felt guilty,ScienceofBehaviorChange,larsen_corpus,NA
NA,Positive and Negative Affect Schedule (PANAS)- Child Version,total_scale,I have felt guilty,ScienceofBehaviorChange,larsen_corpus,NA
NA,Positive and Negative Affect Schedule (PANAS),total_scale,I have felt proud,ScienceofBehaviorChange,larsen_corpus,NA
NA,Positive and Negative Affect Schedule (PANAS)- Child Version,total_scale,I have felt proud,ScienceofBehaviorChange,larsen_corpus,NA
NA,Positive and Negative Affect Schedule (PANAS),total_scale,I have felt jittery,ScienceofBehaviorChange,larsen_corpus,NA
NA,Positive and Negative Affect Schedule (PANAS)- Child Version,total_scale,I have felt jittery,ScienceofBehaviorChange,larsen_corpus,NA
NA,Positive and Negative Affect Schedule (PANAS)- Child Version,total_scale,I have felt happy,ScienceofBehaviorChange,larsen_corpus,NA
NA,Positive and Negative Affect Schedule (PANAS),total_scale,I have felt enthusiastic,ScienceofBehaviorChange,larsen_corpus,NA
NA,Positive and Negative Affect Schedule (PANAS)- Child Version,total_scale,I have felt lonely,ScienceofBehaviorChange,larsen_corpus,NA
NA,Self-Regulation Questionnaire (SSRQ),total_scale,Often I don't notice what I'm doing until someone calls it to my attention.,ScienceofBehaviorChange,larsen_corpus,NA
NA,PTSD Checklist for DSM-5 (PCL-5),total_scale,"In the past month, have you been bothered by and felt distant or cut off from other people?",ScienceofBehaviorChange,larsen_corpus,NA
NA,PTSD Checklist - Civilian Version (PCL-C),total_scale,"In the past month, how often have you been bothered by feeling distant or cut-off from other people?",CatalogueMentalHealth,larsen_corpus,https://www.cataloguementalhealth.ac.uk/?content=study&studyid=KCLMilitary
NA,Health of the Nation Outcome Scales (11-item) (HoNOS),total_scale,Does the patient have somatoform problems?,CatalogueMentalHealth,larsen_corpus,https://www.cataloguementalhealth.ac.uk/?content=study&studyid=SEP-MD
NA,Health of the Nation Outcome Scales (11-item) (HoNOS),total_scale,Does the patient have dissociative problems?,CatalogueMentalHealth,larsen_corpus,https://www.cataloguementalhealth.ac.uk/?content=study&studyid=SEP-MD
NA,Health of the Nation Outcome Scales (11-item) (HoNOS),total_scale,Does the patient have problem-drinking or drug-taking?,CatalogueMentalHealth,larsen_corpus,https://www.cataloguementalhealth.ac.uk/?content=study&studyid=SEP-MD
NA,Health of the Nation Outcome Scales (11-item) (HoNOS),total_scale,Does the patient have phobic problems?,CatalogueMentalHealth,larsen_corpus,https://www.cataloguementalhealth.ac.uk/?content=study&studyid=SEP-MD
NA,Health of the Nation Outcome Scales (11-item) (HoNOS),total_scale,Does the patient have anxiety problems?,CatalogueMentalHealth,larsen_corpus,https://www.cataloguementalhealth.ac.uk/?content=study&studyid=SEP-MD
NA,Health of the Nation Outcome Scales (11-item) (HoNOS),total_scale,Does the patient have problems with relationships?,CatalogueMentalHealth,larsen_corpus,https://www.cataloguementalhealth.ac.uk/?content=study&studyid=SEP-MD
NA,Health of the Nation Outcome Scales (11-item) (HoNOS),total_scale,Does the patient have a problem with non-accidental self-injury?,CatalogueMentalHealth,larsen_corpus,https://www.cataloguementalhealth.ac.uk/?content=study&studyid=SEP-MD
NA,Health of the Nation Outcome Scales (11-item) (HoNOS),total_scale,Does the patient have physical illness or disability problems?,CatalogueMentalHealth,larsen_corpus,https://www.cataloguementalhealth.ac.uk/?content=study&studyid=SEP-MD
NA,Health of the Nation Outcome Scales (11-item) (HoNOS),total_scale,Does the patient have sexual problems?,CatalogueMentalHealth,larsen_corpus,https://www.cataloguementalhealth.ac.uk/?content=study&studyid=SEP-MD
NA,Health of the Nation Outcome Scales (11-item) (HoNOS),total_scale,Does the patient have cognitive problems?,CatalogueMentalHealth,larsen_corpus,https://www.cataloguementalhealth.ac.uk/?content=study&studyid=SEP-MD
NA,Health of the Nation Outcome Scales (11-item) (HoNOS),total_scale,"Does the patient have overactive, aggressive, disruptive or agitated behaviour?",CatalogueMentalHealth,larsen_corpus,https://www.cataloguementalhealth.ac.uk/?content=study&studyid=SEP-MD
NA,Health of the Nation Outcome Scales (11-item) (HoNOS),total_scale,Does the patient have eating problems?,CatalogueMentalHealth,larsen_corpus,https://www.cataloguementalhealth.ac.uk/?content=study&studyid=SEP-MD
NA,Home Observation for Measurement of the Environment,Restriction,At least ten books are present and visible,Stress Measurement Network,larsen_corpus,NA
NA,Snaith-Hamilton Pleasure Scale (SHAPS),total_scale,"I would enjoy reading a book, magazine, or newspaper",NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2024-04/snaith-hamilton-pleasure-scale-cde
NA,Self-Efficacy for Learning and Performance of the Motivated Strategies for Learning Questionnaire (4 selected items) (MSLQ),total_scale,I'm certain I can understand the most difficult reading material given to me,CatalogueMentalHealth,larsen_corpus,https://www.cataloguementalhealth.ac.uk/?content=study&studyid=SCAMP
NA,Job Content Questionnaire,Skill utilization,I have an opportunity to develop my own special abilities.,Stress Measurement Network,larsen_corpus,NA
NA,Personal Resource Questionnaire (PRQ-2000),total_scale,I have the opportunity to encourage others to develop their interests and skills.,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2024-04/prq-cde
NA,AAQ-CL, Rigid Climate distress,Worries about climate change get in the way of my hopes and plans.,ScienceofBehaviorChange,larsen_corpus,NA
NA,Climate Change Anxiety Scale,total_scale,I have nightmares about climate change,ScienceofBehaviorChange,larsen_corpus,NA
NA,Climate Change Anxiety Scale,total_scale,My concerns about climate change interfere with my ability to get work or school assignments done.,ScienceofBehaviorChange,larsen_corpus,NA
NA,AAQ-CL, Rigid Climate distress,I can be overwhelmed by my feelings about climate change.,ScienceofBehaviorChange,larsen_corpus,NA
NA,Climate Change Anxiety Scale,total_scale,Thinking about climate change makes it difficult for me to concentrate.,ScienceofBehaviorChange,larsen_corpus,NA
NA,AAQ-CL, Rigid Climate distress,Painful images or information about climate change prevent me from having a fulfilling life.,ScienceofBehaviorChange,larsen_corpus,NA
NA,Climate Change Anxiety Scale,total_scale,Thinking about climate change makes it difficult for me to sleep.,ScienceofBehaviorChange,larsen_corpus,NA
NA,AAQ-CL, Rigid Climate distress,I'm afraid of my feelings about climate change.,ScienceofBehaviorChange,larsen_corpus,NA
NA,AAQ-CL, Rigid Climate distress,It seems like most people are handling climate change better than I am.,ScienceofBehaviorChange,larsen_corpus,NA
NA,Climate Change Anxiety Scale,total_scale,"I think, ""why can't I handle climate change better?'?",ScienceofBehaviorChange,larsen_corpus,NA
NA,Climate Change Anxiety Scale,total_scale,I go away by myself and think about why I feel this way about climate change,ScienceofBehaviorChange,larsen_corpus,NA
NA,Climate Change Anxiety Scale,total_scale,"I think, ""why do I react to climate change this way?",ScienceofBehaviorChange,larsen_corpus,NA
NA,Climate Change Anxiety Scale,total_scale,I write down my thoughts about climate change and analyze them,ScienceofBehaviorChange,larsen_corpus,NA
NA,Cohen's Social Network Index,Familial Contact,Do you see or talk on the phone to either of your partner's parents at least once every 2 weeks?,Stress Measurement Network,larsen_corpus,NA
NA,Cohen Social Network Index,total_scale,Do you see or talk on the phone to either of your partner's parents at least once every 2 weeks?,ScienceofBehaviorChange,larsen_corpus,NA
NA,Cohen's Social Network Index,Familial Contact,Do you see or talk on the phone to either of your parents at least once every 2 weeks?,Stress Measurement Network,larsen_corpus,NA
NA,Cohen Social Network Index,total_scale,Do you see or talk on the phone to either of your parents at least once every 2 weeks?,ScienceofBehaviorChange,larsen_corpus,NA
NA,Cohen's Social Network Index,Familial Contact,How many of these relatives do you see or talk to on the phone at least once every 2 weeks?,Stress Measurement Network,larsen_corpus,NA
NA,Cohen Social Network Index,total_scale,How many of these relatives do you see or talk to on the phone at least once every 2 weeks?,ScienceofBehaviorChange,larsen_corpus,NA
NA,Strengths & Difficulties Questionnaire (25-item + 8-item Impact Supplement) (SDQ),total_scale,I finish the work I'm doing. My attention is good,CatalogueMentalHealth,larsen_corpus,https://www.cataloguementalhealth.ac.uk/?content=study&studyid=REACH
NA,Strengths and Difficulties Questionnaire (25-item + 5-item impact supplement) (SDQ),total_scale,I finish the work I'm doing. My attention is good,CatalogueMentalHealth,larsen_corpus,https://www.cataloguementalhealth.ac.uk/?content=study&studyid=SCAMP
NA,Strengths & Difficulties Questionnaire (25-item) (SDQ),total_scale,I finish the work I am doing. My attention is good,CatalogueMentalHealth,larsen_corpus,https://www.cataloguementalhealth.ac.uk/?content=study&studyid=LOGIC
NA,Strengths & Difficulties Questionnaire (25 items + 7 item impact supplement) (SDQ),total_scale,"I finish the work I'm doing, my attention is good",CatalogueMentalHealth,larsen_corpus,https://www.cataloguementalhealth.ac.uk/?content=study&studyid=MHCYP
NA,Strengths & Difficulties Questionnaire (25-item) (SDQ),total_scale,I finished the work I'm doing. My attention is good.,CatalogueMentalHealth,larsen_corpus,https://www.cataloguementalhealth.ac.uk/?content=study&studyid=DASH
NA,PROMIS Instrumental Support Short Form 6a,total_scale,Do you have someone to prepare your meals if you are unable to do it yourself?,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/promis-instrumental-support-6a-cde
NA,PROMIS Instrumental Support Short Form 8a,total_scale,Do you have someone to prepare your meals if you are unable to do it yourself?,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/promis-instrumental-support-8a-cde
NA,PROMIS Instrumental Support Short Form 6a,total_scale,Do you have someone to help you if you are confined to bed?,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/promis-instrumental-support-6a-cde
NA,PROMIS Instrumental Support Short Form 8a,total_scale,Do you have someone to help you if you are confined to bed?,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/promis-instrumental-support-8a-cde
NA,PROMIS Instrumental Support Short Form 6a,total_scale,Do you have someone to run errands if you need it?,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/promis-instrumental-support-6a-cde
NA,PROMIS Instrumental Support Short Form 8a,total_scale,Do you have someone to run errands if you need it?,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/promis-instrumental-support-8a-cde
NA,PROMIS Instrumental Support Short Form 8a,total_scale,Do you have someone to help you clean up around the home if you need it?,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/promis-instrumental-support-8a-cde
NA,PROMIS Instrumental Support Short Form 6a,total_scale,Do you have someone to help you with your daily chores if you are sick?,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/promis-instrumental-support-6a-cde
NA,PROMIS Instrumental Support Short Form 8a,total_scale,Do you have someone to help you with your daily chores if you are sick?,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/promis-instrumental-support-8a-cde
NA,PROMIS Instrumental Support Short Form 6a,total_scale,Do you have someone to take you to the doctor if you need it?,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/promis-instrumental-support-6a-cde
NA,PROMIS Instrumental Support Short Form 8a,total_scale,Do you have someone to take you to the doctor if you need it?,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/promis-instrumental-support-8a-cde
NA,PROMIS Instrumental Support Short Form 6a,total_scale,Do you have someone to take over all of your responsibilities at home if you need it?,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/promis-instrumental-support-6a-cde
NA,PROMIS Instrumental Support Short Form 8a,total_scale,Do you have someone to take over all of your responsibilities at home if you need it?,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/promis-instrumental-support-8a-cde
NA,Multidimensional Neglectful Behavior Scale,Emotional Needs,Did not comfort me when I was upset,Stress Measurement Network,larsen_corpus,NA
NA,Multidimensional Neglectful Behavior Scale,Emotional Needs,Did not help me when I had problems,Stress Measurement Network,larsen_corpus,NA
NA,Multidimensional Neglectful Behavior Scale,Emotional Needs,Did not praise me,Stress Measurement Network,larsen_corpus,NA
NA,Multidimensional Neglectful Behavior Scale,Cognitive Needs,Did not help me to do my best,Stress Measurement Network,larsen_corpus,NA
NA,Multidimensional Neglectful Behavior Scale,Cognitive Needs,Helped me when I had trouble understanding something,Stress Measurement Network,larsen_corpus,NA
NA,Multidimensional Neglectful Behavior Scale,Cognitive Needs,Did not help me with homework,Stress Measurement Network,larsen_corpus,NA
NA,Multidimensional Neglectful Behavior Scale,Emotional Needs,Did not tell me they loved me,Stress Measurement Network,larsen_corpus,NA
NA,Multidimensional Neglectful Behavior Scale,Emotional Needs,Did things with me just for fun,Stress Measurement Network,larsen_corpus,NA
NA,Multidimensional Neglectful Behavior Scale,Cognitive Needs,Were not interested in my activities or hobbies,Stress Measurement Network,larsen_corpus,NA
NA,Snaith-Hamilton Pleasure Scale (SHAPS),total_scale,I would enjoy a warm bath or refreshing shower,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2024-04/snaith-hamilton-pleasure-scale-cde
NA,Retrospective Self-Report Measure of Childhood Neglect,Neglect,How many days did someone make sure you took a bath or shower?,Stress Measurement Network,larsen_corpus,NA
NA,Michigan Alcoholism Screening Test (MAST),total_scale,Have you ever awakened the morning after some drinking the night before and found that you could not remember a part of the evening?,CatalogueMentalHealth,larsen_corpus,https://www.cataloguementalhealth.ac.uk/?content=study&studyid=IMAGEN
NA,Snaith-Hamilton Pleasure Scale (SHAPS),total_scale,I would find pleasure in my hobbies and pastimes,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2024-04/snaith-hamilton-pleasure-scale-cde
NA,Snaith-Hamilton Pleasure Scale (SHAPS),total_scale,I would be able to enjoy my favorite meal,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2024-04/snaith-hamilton-pleasure-scale-cde
NA,Snaith-Hamilton Pleasure Scale (SHAPS),total_scale,I would be able to enjoy a beautiful landscape or view,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2024-04/snaith-hamilton-pleasure-scale-cde
NA,Snaith-Hamilton Pleasure Scale (SHAPS),total_scale,I would enjoy a cup of tea or coffee or my favorite drink,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2024-04/snaith-hamilton-pleasure-scale-cde
NA,Snaith-Hamilton Pleasure Scale (SHAPS),total_scale,"I would find pleasure in small things, e.g. bright sunny day, a telephone call from a friend",NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2024-04/snaith-hamilton-pleasure-scale-cde
NA,Snaith-Hamilton Pleasure Scale (SHAPS),total_scale,I would enjoy being with my family or close friends,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2024-04/snaith-hamilton-pleasure-scale-cde
NA,International Personality Item Pool (IPIP) NEO,total_scale,Dislike new foods.,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/ipip-neo-crf-
NA,Child Eating Behaviour Questionnaire (31-item)(CEBQ),total_scale,My child is interested in tasting food s/he has not tasted before,CatalogueMentalHealth,larsen_corpus,https://www.cataloguementalhealth.ac.uk/?content=study&studyid=IMAGINE-ID
NA,Hassles and Uplift Scale,Hassle,Political or social issues,Stress Measurement Network,larsen_corpus,NA
NA,Hassles and Uplift Scale,Uplift,Political or social issues,Stress Measurement Network,larsen_corpus,NA
NA,Manchester Short Assessment of Quality of Life (MANSA),total_scale,How satisfied are you with your relationship to your family?,ScienceofBehaviorChange,larsen_corpus,NA
NA,Zarit Caregiver Burden Scale � short form,Caregiver Burden,Do you feel uncertain about what to do about your relative/friend?,Stress Measurement Network,larsen_corpus,NA
NA,Revised Prenatal Coping Inventory,Coping with Pregnancy,Talked to people about what it is like to raise a child?,Stress Measurement Network,larsen_corpus,NA
NA,Revised Prenatal Coping Inventory,Coping with Pregnancy,Spent time or talked with someone who just had a baby?,Stress Measurement Network,larsen_corpus,NA
NA,Revised Prenatal Coping Inventory,Coping with Pregnancy,Imagined or pretended being the mother of a newborn?,Stress Measurement Network,larsen_corpus,NA
NA,Beck Depression Inventory (21-item)(BDI),total_scale,I hate myself,CatalogueMentalHealth,larsen_corpus,https://www.cataloguementalhealth.ac.uk/?content=study&studyid=EPAD
NA,PROMIS Positive Affect Short Form,total_scale,I felt enthusiastic,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/promis-positive-affect-cde
