meta_doi,meta_instrument_name,scale_name,item_text,database,corpus,url
NA,Alcohol Use Disorder Identification Test (AUDIT) (6-items),total_scale,How often in the last year have you found you were not able to stop drinking once you had started?,CatalogueMentalHealth,larsen_corpus,https://www.cataloguementalhealth.ac.uk/?content=study&studyid=GUSBC2
NA,Alcohol Use Disorder Identification Test (AUDIT) (6-items),total_scale,How often in the last year have you failed to do what was expected of you because of drinking?,CatalogueMentalHealth,larsen_corpus,https://www.cataloguementalhealth.ac.uk/?content=study&studyid=GUSBC2
NA,Michigan Alcoholism Screening Test (MAST),total_scale,"Do you feel you are a normal drinker? (""normal"" - drink as much or less than most other people)",CatalogueMentalHealth,larsen_corpus,https://www.cataloguementalhealth.ac.uk/?content=study&studyid=IMAGEN
NA,Pregnancy and Birth Questionnaire - Alcohol use (PBQ),total_scale,How many drinks containing alcohol did the mother have during pregnancy on a typical day when the mother was drinking?,CatalogueMentalHealth,larsen_corpus,https://www.cataloguementalhealth.ac.uk/?content=study&studyid=IMAGEN
NA,"Tobacco, Alcohol, Prescription medications, and other Substance (TAPS-2)",total_scale,"have you tried and failed to control, cut down or stop drinking?",NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-07/taps2-cde
NA,Drug Abuse Screening Test (DAST),total_scale,Do you abuse more than one drug at a time?,CatalogueMentalHealth,larsen_corpus,https://www.cataloguementalhealth.ac.uk/?content=study&studyid=IMAGEN
NA,Alcohol Use Disorder Identification Test (10-item) (AUDIT),total_scale,How often during the last year have you found that you were not able to stop drinking once you have started?,CatalogueMentalHealth,larsen_corpus,https://www.cataloguementalhealth.ac.uk/?content=study&studyid=SELCoH
NA,Michigan Alcoholism Screening Test (MAST),total_scale,Have you ever gone to anyone for help about your drinking?,CatalogueMentalHealth,larsen_corpus,https://www.cataloguementalhealth.ac.uk/?content=study&studyid=IMAGEN
NA,Tobacco Alcohol Prescription medications and other Substance (TAPS),total_scale,"how often have you used any drugs including marijuana, cocaine or crack,heroin, methamphetamine (crystal meth), hallucinogens, ecstasy/MDMA?",NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-05/taps-cdes
NA,Alcohol Use Disorder Identification Test (10-item) (AUDIT),total_scale,How often during the last year have you needed a first drink in the morning to get yourself going after a heavy drinking session?,CatalogueMentalHealth,larsen_corpus,https://www.cataloguementalhealth.ac.uk/?content=study&studyid=SELCoH
NA,Michigan Alcoholism Screening Test (MAST),total_scale,"Has you drinking ever created problems between you and your wife, husband, a parent, or other relative?",CatalogueMentalHealth,larsen_corpus,https://www.cataloguementalhealth.ac.uk/?content=study&studyid=IMAGEN
NA,NIDA-Modified ASSIST L2 (11-17),total_scale,"have an alcoholic beverage (beer, wine, liquour, etc.)?",NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-05/nida-modified-assist-cdes
NA,"Drug, Alcohol and Self Injury Questionnaire (DASI)",total_scale,"During the last month, how often did you take/use cannabis?",CatalogueMentalHealth,larsen_corpus,https://www.cataloguementalhealth.ac.uk/?content=study&studyid=ROOTS
NA,"Tobacco, Alcohol, Prescription medications, and other Substance (TAPS-2)",total_scale,did you have a drink containing alcohol?,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-07/taps2-cde
NA,Drug Abuse Screening Test (DAST),total_scale,Have you used drugs other than those required for medical reasons?,CatalogueMentalHealth,larsen_corpus,https://www.cataloguementalhealth.ac.uk/?content=study&studyid=IMAGEN
NA,Drug Abuse Screening Test (DAST),total_scale,Have you abused prescription drugs?,CatalogueMentalHealth,larsen_corpus,https://www.cataloguementalhealth.ac.uk/?content=study&studyid=IMAGEN
NA,NIDA Modified ASSIST Level 1 + Level 2  adolescent,total_scale,"have you used any medicine without a doctor's prescription to get high or change the way you feel (e.g., painkillers [like Vicodin], stimulants [like Ritalin or Adderall], sedatives or tranquilizers [like sleeping pills or Valium], or steroids)?",NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-07/nida-assist-ada-modified-levels-1-2-cde
NA,"Tobacco, Alcohol, Prescription medications, and other Substance (TAPS-2)",total_scale,"did you use cocaine, crack, or methamphetamine (crystal meth) at least once a week or more often?",NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-07/taps2-cde
NA,Michigan Alcoholism Screening Test (MAST),total_scale,"Has your wife, husband (or other family members) ever gone to anyone for help about your drinking?",CatalogueMentalHealth,larsen_corpus,https://www.cataloguementalhealth.ac.uk/?content=study&studyid=IMAGEN
NA,Drug Abuse Screening Test (DAST),total_scale,"Have you had ""blackouts"" or ""flashbacks"" as a result of drug use?",CatalogueMentalHealth,larsen_corpus,https://www.cataloguementalhealth.ac.uk/?content=study&studyid=IMAGEN
NA,PROMIS Appeal Sub Use 30Days 7a,total_scale,"In the past 30 days, have you used drugs, other than alcohol or your prescribed medications?",NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-07/promis-appeal-of-substance-use-7a-cde
NA,Alcohol Use Disorders Identification Test (10-item) (AUDIT-10),total_scale,How often have you needed a first drink in the morning to get yourself going after a heavy drinking session?,CatalogueMentalHealth,larsen_corpus,https://www.cataloguementalhealth.ac.uk/?content=study&studyid=ADVANCE
NA,Michigan Alcoholism Screening Test (MAST),total_scale,Have you ever been a patient in a psychiatric hospital or on a psychiatric ward of a general hospital where drinking was part of the problem that resulted in hospitalization?,CatalogueMentalHealth,larsen_corpus,https://www.cataloguementalhealth.ac.uk/?content=study&studyid=IMAGEN
NA,Michigan Alcoholism Screening Test (MAST),total_scale,"After heavy drinking have you ever had Delirium Tremens (D.T.s) or severe shaking, or heard voices, or seen things that are really not there?",CatalogueMentalHealth,larsen_corpus,https://www.cataloguementalhealth.ac.uk/?content=study&studyid=IMAGEN
NA,NIDA Modified ASSIST Level 1 + Level 2  adolescent,total_scale,"about how often did you use any of the following medicines ON YOUR OWN, that is, without a doctor's prescription or in greater amounts or longer than prescribed?
Sedatives or tranquilizers (like sleeping pills or Valium)",NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-07/nida-assist-ada-modified-levels-1-2-cde
NA,Michigan Alcoholism Screening Test (MAST),total_scale,Have you gotten into physical fights when drinking?,CatalogueMentalHealth,larsen_corpus,https://www.cataloguementalhealth.ac.uk/?content=study&studyid=IMAGEN
NA,Alcohol Use Disorders Identification Test (10-item) (AUDIT-10),total_scale,How often have you found that you were not able to stop drinking once you had started?,CatalogueMentalHealth,larsen_corpus,https://www.cataloguementalhealth.ac.uk/?content=study&studyid=ADVANCE
NA,Pregnancy and Birth Questionnaire - Alcohol use (PBQ),total_scale,At which stage of pregnancy did the mother have this amount of alcohol?,CatalogueMentalHealth,larsen_corpus,https://www.cataloguementalhealth.ac.uk/?content=study&studyid=IMAGEN
NA,Michigan Alcoholism Screening Test (MAST),total_scale,"Have you ever been seen at a psychiatric or mental health clinic or gone to any doctor, social worker, or clergyman for help with any emotional problem, where drinking was part of the problem?",CatalogueMentalHealth,larsen_corpus,https://www.cataloguementalhealth.ac.uk/?content=study&studyid=IMAGEN
NA,Michigan Alcoholism Screening Test (MAST),total_scale,Do you ever feel guilty about your drinking?,CatalogueMentalHealth,larsen_corpus,https://www.cataloguementalhealth.ac.uk/?content=study&studyid=IMAGEN
NA,Fagerstrom Test for Nicotine Dependence,total_scale,About how many cigars to you usually smoke in a week?,CatalogueMentalHealth,larsen_corpus,https://www.cataloguementalhealth.ac.uk/?content=study&studyid=APMS_other
NA,"Tobacco, Alcohol, Prescription medications, and other Substance (TAPS-2)",total_scale,"did you use marijuana (hash, weed)?",NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-07/taps2-cde
NA,Alcohol Use Disorder Identification Test (10-item) (AUDIT),total_scale,How often during the last year have you had a feeling of guilt or remorse after drinking?,CatalogueMentalHealth,larsen_corpus,https://www.cataloguementalhealth.ac.uk/?content=study&studyid=SELCoH
NA,NIDA Modified ASSIST Level 1 + Level 2  adolescent,total_scale,"about how often did you use any of the following medicines ON YOUR OWN, that is, without a doctor's prescription or in greater amounts or longer than prescribed?
Steroids",NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-07/nida-assist-ada-modified-levels-1-2-cde
NA,Tobacco Alcohol Prescription medications and other Substance (TAPS),total_scale,"how often have you used any prescription medications just for the feeling, more than prescribed or that were not prescribed for you? Prescription medications that may be used this way include: Opiate pain relievers (for example, OxyContin, Vicodin, Percocet, Methadone) Medications for anxiety or sleeping (for example, Xanax, Ativan, Klonopin) Medications for ADHD (for example, Adderall or Ritalin)",NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-05/taps-cdes
NA,Drug Abuse Screening Test (DAST),total_scale,Have you been treated as an outpatient for problems related to drug abuse?,CatalogueMentalHealth,larsen_corpus,https://www.cataloguementalhealth.ac.uk/?content=study&studyid=IMAGEN
NA,Pregnancy and Birth Questionnaire - Alcohol use (PBQ),total_scale,"During pregnancy, how often did the mother have a drink containing alcohol?",CatalogueMentalHealth,larsen_corpus,https://www.cataloguementalhealth.ac.uk/?content=study&studyid=IMAGEN
NA,Alcohol Use Disorders Identification Test (10-item) (AUDIT-10),total_scale,How often have you had a feeling of guilt or remorse after drinking?,CatalogueMentalHealth,larsen_corpus,https://www.cataloguementalhealth.ac.uk/?content=study&studyid=ADVANCE
NA,Drug Abuse Screening Test (DAST),total_scale,Have you ever been in trouble at work because of drug abuse?,CatalogueMentalHealth,larsen_corpus,https://www.cataloguementalhealth.ac.uk/?content=study&studyid=IMAGEN
NA,"Tobacco, Alcohol, Prescription medications, and other Substance (TAPS-2)",total_scale,"did you use cocaine, crack, or methamphetamine (crystal meth)?",NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-07/taps2-cde
NA,Michigan Alcoholism Screening Test (MAST),total_scale,"Does your wife, husband, a parent, or other near relative ever worry or complain about your drinking?",CatalogueMentalHealth,larsen_corpus,https://www.cataloguementalhealth.ac.uk/?content=study&studyid=IMAGEN
NA,Drug Abuse Screening Test (DAST),total_scale,"Have you had medical problems as a result of your drug use (e.g., memory loss, hepatitis, convulsions, bleeding, etc.)?",CatalogueMentalHealth,larsen_corpus,https://www.cataloguementalhealth.ac.uk/?content=study&studyid=IMAGEN
NA,European School Survey Project on Alcohol and Drugs - Tobacco (ESPAD),total_scale,On how many occasions during your lifetime have you smoked cigarettes?,CatalogueMentalHealth,larsen_corpus,https://www.cataloguementalhealth.ac.uk/?content=study&studyid=IMAGEN
NA,PROMIS Item Bank v2.1 - Mobility,total_scale,Are you able to stand from an armless straight chair?,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/promis-mobility-cde
NA,Physical Function (PF),total_scale,Are you able to stand up from an armless straight chair?,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/promis-physical-functional-cat-cde
NA,PROMIS Item Bank v2.1 - Mobility,total_scale,Are you able to walk up and down two steps?,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/promis-mobility-cde
NA,Physical Function (PF),total_scale,Are you able to walk up and down two steps?,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/promis-physical-functional-cat-cde
NA,PROMIS Item Bank v2.1 - Mobility,total_scale,Are you able to climb up five steps?,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/promis-mobility-cde
NA,Physical Function (PF),total_scale,Are you able to climb up five steps?,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/promis-physical-functional-cat-cde
NA,Physical Function (PF),total_scale,Are you able to get up from the floor from lying on your back without help?,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/promis-physical-functional-cat-cde
NA,Physical Function (PF),total_scale,Are you able to pull on trousers?,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/promis-physical-functional-cat-cde
NA,PROMIS Item Bank v2.1 - Mobility,total_scale,Are you able to squat and get up?,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/promis-mobility-cde
NA,Physical Function (PF),total_scale,Are you able to squat and get up?,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/promis-physical-functional-cat-cde
NA,PROMIS Item Bank v2.0 - Physical Function Upper Extremity - Short Form 7a,total_scale,Are you able to put on and take off a coat or jacket?,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/promis-upper-extremity-7a-cde
NA,Physical Function (PF),total_scale,Are you able to put on and take off a coat or jacket?,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/promis-physical-functional-cat-cde
NA,Physical Function (PF),total_scale,"Are you able to sit down in and stand up from a low, soft couch?",NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/promis-physical-functional-cat-cde
NA,Physical Function (PF),total_scale,Are you able to sit on the edge of a bed?,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/promis-physical-functional-cat-cde
NA,PROMIS Item Bank v2.1 - Mobility,total_scale,Are you able to step up and down curbs?,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/promis-mobility-cde
NA,Physical Function (PF),total_scale,Are you able to step up and down curbs?,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/promis-physical-functional-cat-cde
NA,Physical Function (PF),total_scale,Are you able to get out of bed into a chair?,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/promis-physical-functional-cat-cde
NA,Physical Function (PF),total_scale,"Are you able to carry household items, such as heavy boxes or furniture, up a flight of stairs?",NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/promis-physical-functional-cat-cde
NA,Physical Function (PF),total_scale,Are you able to carry a suitcase up a flight of stairs?,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/promis-physical-functional-cat-cde
NA,Physical Function (PF),total_scale,Are you able to put on a shirt or blouse?,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/promis-physical-functional-cat-cde
NA,PROMIS Item Bank v2.0 - Physical Function Upper Extremity - Short Form 7a,total_scale,Are you able to carry a shopping bag or briefcase?,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/promis-upper-extremity-7a-cde
NA,Physical Function (PF),total_scale,Are you able to carry a shopping bag or briefcase?,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/promis-physical-functional-cat-cde
NA,Physical Function (PF),total_scale,Are you able to carry a laundry basket up a flight of stairs?,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/promis-physical-functional-cat-cde
NA,Physical Function (PF),total_scale,Are you able to bend down and pick up clothing from the floor?,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/promis-physical-functional-cat-cde
NA,Physical Function (PF),total_scale,Are you able to reach and get down a 5 pound (2 kg) object from above your head?,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/promis-physical-functional-cat-cde
NA,PROMIS Item Bank v2.1 - Mobility,total_scale,Are you able to walk a block (about 100 m) on flat ground?,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/promis-mobility-cde
NA,Physical Function (PF),total_scale,Are you able to walk a block (about 100 m) on flat ground?,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/promis-physical-functional-cat-cde
NA,Physical Function (PF),total_scale,Are you able to lift one pound (0.5 kg) to shoulder level without bending your elbow?,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/promis-physical-functional-cat-cde
NA,Physical Function (PF),total_scale,Are you able to transfer from a bed to a chair and back?,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/promis-physical-functional-cat-cde
NA,PROMIS Item Bank v2.0 - Physical Function Upper Extremity - Short Form 7a,total_scale,Are you able to carry a heavy object (over 10 pounds /5 kg)?,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/promis-upper-extremity-7a-cde
NA,Physical Function (PF),total_scale,Are you able to carry a heavy object (over 10 pounds /5 kg)?,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/promis-physical-functional-cat-cde
NA,PROMIS Item Bank v2.1 - Mobility,total_scale,Are you able to kneel on the floor?,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/promis-mobility-cde
NA,Physical Function (PF),total_scale,Are you able to kneel on the floor?,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/promis-physical-functional-cat-cde
NA,Physical Function (PF),total_scale,Are you able to lift a heavy painting or picture to hang on your wall above eye-level?,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/promis-physical-functional-cat-cde
NA,PROMIS Item Bank v2.1 - Mobility,total_scale,Are you able to go up and down stairs at a normal pace?,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/promis-mobility-cde
NA,PROMIS Item Bank v2.0 – Physical Function – Short Form 6b,total_scale,Are you able to go up and down stairs at a normal pace?,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-05/physical-function-6b-cdes
NA,Physical Function (PF),total_scale,Are you able to go up and down stairs at a normal pace?,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/promis-physical-functional-cat-cde
NA,PROMIS Item Bank v2.0 - Physical Function Upper Extremity - Short Form 7a,total_scale,Are you able to lift 10 pounds (5 kg) above your shoulder?,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/promis-upper-extremity-7a-cde
NA,Physical Function (PF),total_scale,Are you able to lift 10 pounds (5 kg) above your shoulder?,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/promis-physical-functional-cat-cde
NA,Physical Function (PF),total_scale,Are you able to put on a pullover sweater?,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/promis-physical-functional-cat-cde
NA,PROMIS Item Bank v2.1 - Mobility,total_scale,Are you able to climb up 5 flights of stairs?,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/promis-mobility-cde
NA,Physical Function (PF),total_scale,Are you able to climb up 5 flights of stairs?,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/promis-physical-functional-cat-cde
NA,Physical Function (PF),total_scale,Are you able to sit on and get up from the toilet?,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/promis-physical-functional-cat-cde
NA,Physical Function (PF),total_scale,Are you able to get in and out of a car?,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/promis-physical-functional-cat-cde
NA,Physical Function (PF),total_scale,Are you able to pull heavy objects (10 pounds/ 5 kg) towards yourself?,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/promis-physical-functional-cat-cde
NA,Physical Function (PF),total_scale,Are you able to button your shirt?,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/promis-physical-functional-cat-cde
NA,Physical Function (PF),total_scale,Are you able to lift a heavy object (20 lbs/10 kg) above your head?,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/promis-physical-functional-cat-cde
NA,Physical Function (PF),total_scale,Are you able to lift a full cup or glass to your mouth?,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/promis-physical-functional-cat-cde
NA,Physical Function (PF),total_scale,Are you able to open a tight or new jar?,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/promis-physical-functional-cat-cde
NA,Physical Function (PF),total_scale,Are you able to get in and out of bed?,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/promis-physical-functional-cat-cde
NA,PROMIS Item Bank v2.1 - Mobility,total_scale,Are you able to stand for short periods of time?,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/promis-mobility-cde
NA,Physical Function (PF),total_scale,Are you able to stand for short periods of time?,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/promis-physical-functional-cat-cde
NA,Physical Function (PF),total_scale,Are you able to push open a heavy door?,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/promis-physical-functional-cat-cde
NA,Physical Function (PF),total_scale,Are you able to open a can with a hand can opener?,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/promis-physical-functional-cat-cde
NA,Physical Function (PF),total_scale,Are you able to remove something from your back pocket?,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/promis-physical-functional-cat-cde
NA,Physical Function (PF),total_scale,Are you able to put on and take off your socks?,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/promis-physical-functional-cat-cde
NA,Physical Function (PF),total_scale,Are you able to push open a door after turning the knob?,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/promis-physical-functional-cat-cde
NA,Physical Function (PF),total_scale,Are you able to reach into a low cupboard?,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/promis-physical-functional-cat-cde
NA,PROMIS Item Bank v2.1 - Mobility,total_scale,"Are you able to run a short distance, such as to catch a bus?",NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/promis-mobility-cde
NA,Physical Function (PF),total_scale,"Are you able to run a short distance, such as to catch a bus?",NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/promis-physical-functional-cat-cde
NA,Physical Function (PF),total_scale,Are you able to put your hands flat on the floor with both feet flat on the ground?,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/promis-physical-functional-cat-cde
NA,Physical Function (PF),total_scale,Are you able to open and close a zipper?,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/promis-physical-functional-cat-cde
NA,Physical Function (PF),total_scale,Are you able to open car doors?,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/promis-physical-functional-cat-cde
NA,Physical Function (PF),total_scale,Are you able to reach into a high cupboard?,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/promis-physical-functional-cat-cde
NA,PROMIS Item Bank v2.1 - Mobility,total_scale,Are you able to walk at a normal speed?,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/promis-mobility-cde
NA,Physical Function (PF),total_scale,Are you able to walk at a normal speed?,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/promis-physical-functional-cat-cde
NA,Physical Function (PF),total_scale,Are you able to remove a heavy suitcase (50 lbs/25 kg) from an overhead bin on an airplane or bus?,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/promis-physical-functional-cat-cde
NA,Physical Function (PF),total_scale,Are you able to dry your back with a towel?,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/promis-physical-functional-cat-cde
NA,Physical Function (PF),total_scale,Are you able to trim your fingernails?,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/promis-physical-functional-cat-cde
NA,Physical Function (PF),total_scale,Are you able to move a chair from one room to another?,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/promis-physical-functional-cat-cde
NA,PROMIS Item Bank v2.0 - Physical Function Upper Extremity - Short Form 7a,total_scale,Are you able to pass a 20-pound (10 kg) turkey or ham to other people at the table?,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/promis-upper-extremity-7a-cde
NA,Physical Function (PF),total_scale,Are you able to pass a 20-pound (10 kg) turkey or ham to other people at the table?,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/promis-physical-functional-cat-cde
NA,Physical Function (PF),total_scale,"Are you able to dress yourself, including tying shoelaces and buttoning your clothes?",NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/promis-physical-functional-cat-cde
NA,Physical Function (PF),total_scale,"Are you able to wash dishes, pots, and utensils by hand while standing at a sink?",NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/promis-physical-functional-cat-cde
NA,Physical Function (PF),total_scale,"Are you able to do use your hands, such as for turning faucets, using kitchen gadgets, or sewing?",NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/promis-physical-functional-cat-cde
NA,Physical Function (PF),total_scale,Are you able to climb a 6-foot (2 m) ladder?,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/promis-physical-functional-cat-cde
NA,PROMIS Item Bank v2.1 - Mobility,total_scale,"Are you able to stand with your knees
straight?",NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/promis-mobility-cde
NA,Physical Function (PF),total_scale,Are you able to stand with your knees straight?,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/promis-physical-functional-cat-cde
NA,Physical Function (PF),total_scale,Are you able to cut your food using eating utensils?,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/promis-physical-functional-cat-cde
NA,Physical Function (PF),total_scale,Are you able to lift and load one 50-pound (25 kg) bag of sand into a car?,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/promis-physical-functional-cat-cde
NA,Physical Function (PF),total_scale,Are you able to turn a key in a lock?,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/promis-physical-functional-cat-cde
NA,Physical Function (PF),total_scale,"Are you able to make a bed, including spreading and tucking in bed sheets?",NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/promis-physical-functional-cat-cde
NA,Physical Function (PF),total_scale,Are you able to shampoo your hair?,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/promis-physical-functional-cat-cde
NA,Physical Function (PF),total_scale,Are you able to shave your face or apply makeup?,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/promis-physical-functional-cat-cde
NA,Physical Function (PF),total_scale,Are you able to take a tub bath?,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/promis-physical-functional-cat-cde
NA,Physical Function (PF),total_scale,Are you able to write with a pen or pencil?,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/promis-physical-functional-cat-cde
NA,PROMIS Item Bank v2.1 - Mobility,total_scale,Are you able to run on even ground?,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/promis-mobility-cde
NA,Physical Function (PF),total_scale,Are you able to run on even ground?,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/promis-physical-functional-cat-cde
NA,Physical Function (PF),total_scale,Are you able to wipe yourself after using the toilet?,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/promis-physical-functional-cat-cde
NA,Physical Function (PF),total_scale,Are you able to press with your index finger (for example ringing a doorbell)?,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/promis-physical-functional-cat-cde
NA,Physical Function (PF),total_scale,Are you able to peel fruit?,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/promis-physical-functional-cat-cde
NA,Physical Function (PF),total_scale,Are you able to carry two bags filled with groceries 100 yards (100 m)?,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/promis-physical-functional-cat-cde
NA,Physical Function (PF),total_scale,Are you able to carry a large baby (15 lbs/7 kg) out of the house to a car or taxi?,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/promis-physical-functional-cat-cde
