dataset,regime,u,f,s,variant,n_draws,pearson_r_mean,pearson_r_p2.5,pearson_r_p97.5,mae_mean,mae_p2.5,mae_p97.5,sign_error_rate_mean,sign_error_rate_p2.5,sign_error_rate_p97.5,rho_mean,rho_p2.5,rho_p97.5,p_at_5_mean,p_at_5_p2.5,p_at_5_p97.5,p_at_10_mean,p_at_10_p2.5,p_at_10_p97.5,ndcg_at_10_mean,ndcg_at_10_p2.5,ndcg_at_10_p97.5
validation_prolific,full,0.1,0.03,0.03,documented,50,0.6385864703929871,0.5668791077110774,0.6970955409455286,0.15300209399543074,0.14582448253106878,0.1594337427297865,0.2568638768638769,0.23003848003848004,0.29023569023569024,0.3565464148300597,0.32723409202365245,0.3827331214243972,0.4269,0.40806249999999994,0.4494375,0.3651,0.3480625,0.38346874999999997,0.7192719530841327,0.7034772327040472,0.7327945275662356
validation_prolific,full,0.1,0.03,0.03,aligned,50,0.6364446357605518,0.5591816527443104,0.6929613424168086,0.1523945235257437,0.1445021303556545,0.15775859201710768,0.2563636363636364,0.23002645502645502,0.2902958152958153,0.3596474491392309,0.3297977090909187,0.38822171302011915,0.42915,0.4086249999999999,0.44750000000000006,0.3643,0.34653125000000007,0.37721875,0.7202554606186677,0.7081732350950325,0.7340012427419307
validation_prolific,full,0.1,0.03,0.03,hyperplane_old,50,0.4221814737924527,0.3763363261951202,0.45629196049258275,0.18450100832140265,0.18115587952133158,0.18867574852656735,0.37823953823953815,0.3671115921115921,0.38976671476671476,0.28998288319627963,0.28218111533106444,0.30292151845919246,0.41755000000000003,0.403625,0.425,0.35887500000000006,0.3480625,0.3669375,0.7210581350473823,0.7153566863969899,0.7253883727371605
validation_prolific,full,0.25,0.03,0.03,plain,50,0.3260703287726564,0.3260703287726564,0.3260703287726564,0.19395338338223095,0.19395338338223095,0.19395338338223095,0.4064454064454065,0.40644540644540644,0.40644540644540644,0.30953124828474365,0.30953124828474365,0.30953124828474365,0.4175000000000001,0.4175000000000001,0.4175000000000001,0.35625,0.35625,0.35625,0.7216719826168133,0.7216719826168134,0.7216719826168134
validation_prolific,full,0.25,0.03,0.03,documented,50,0.5804554207615178,0.4926391105879889,0.6717566109041823,0.1610953649481264,0.15056668452000385,0.17076697755284537,0.28387686387686384,0.24291726791726792,0.32435064935064933,0.3322915756775305,0.29546064307997494,0.3614582932664229,0.4200000000000001,0.39806250000000004,0.44000000000000006,0.35590000000000005,0.3293125,0.37249999999999994,0.7148067643532611,0.6958599878011105,0.7343088204883342
validation_prolific,full,0.25,0.03,0.03,aligned,50,0.5709424209422951,0.49306404751282645,0.6551644243495852,0.16124690823985244,0.1515533158036952,0.17035671700143587,0.2872246272246272,0.24628427128427127,0.3277176527176527,0.33384242975718303,0.29621060160506174,0.37542650912826203,0.41850000000000004,0.3980625,0.43943750000000004,0.35474999999999995,0.33653125,0.3706875,0.7147624797312336,0.6968452034171427,0.7327875678744704
validation_prolific,full,0.25,0.03,0.03,hyperplane_old,50,0.38348862592222227,0.3292468195041665,0.42541025491150464,0.18822413759016624,0.1843004623220918,0.19328091685877516,0.3889947089947089,0.3755050505050505,0.4024891774891775,0.29496709769234003,0.2812186930963549,0.30665388999650495,0.41480000000000006,0.40056250000000004,0.425,0.35662499999999997,0.34500000000000003,0.36818750000000006,0.7187960327294962,0.7121224801408313,0.7247432030404825
validation_prolific,full,0.5,0.03,0.03,plain,50,0.3260703287726564,0.3260703287726564,0.3260703287726564,0.19395338338223095,0.19395338338223095,0.19395338338223095,0.4064454064454065,0.40644540644540644,0.40644540644540644,0.30953124828474365,0.30953124828474365,0.30953124828474365,0.4175000000000001,0.4175000000000001,0.4175000000000001,0.35625,0.35625,0.35625,0.7216719826168133,0.7216719826168134,0.7216719826168134
validation_prolific,full,0.5,0.03,0.03,documented,50,0.4829038986817661,0.37133436265553416,0.5942602874640033,0.17369286264444617,0.16422366291161639,0.18350002079402372,0.3367003367003367,0.29363876863876864,0.37496392496392494,0.2874784476413945,0.2515433147239389,0.32871732481169563,0.40825,0.38306250000000003,0.4325,0.34415,0.3193125,0.36596874999999995,0.7039777932362923,0.6782053189739902,0.7251564886392492
validation_prolific,full,0.5,0.03,0.03,aligned,50,0.46726641665653923,0.35280404266797655,0.5912509760170549,0.1747824690539551,0.163131567476147,0.18420130285504693,0.3414622414622414,0.30153920153920155,0.38003848003848,0.2907255407328186,0.2528230680034249,0.3310458135824741,0.4065,0.381125,0.43,0.34230000000000005,0.3180625,0.3631875,0.7027443918249376,0.6775794429574491,0.7234477878543102
validation_prolific,full,0.5,0.03,0.03,hyperplane_old,50,0.350726999883745,0.31507291890853856,0.3771976473552023,0.1914231835652876,0.18898998805747305,0.19388417849431142,0.39889369889369886,0.38753006253006256,0.4078884078884079,0.3024470376168918,0.290078483585601,0.31139182580965763,0.41835000000000006,0.41000000000000003,0.425,0.35822499999999996,0.34778125000000004,0.36846875,0.7189158645866129,0.7128400723913493,0.724917472685713
validation_prolific,full,0.75,0.03,0.03,plain,50,0.3260703287726564,0.3260703287726564,0.3260703287726564,0.19395338338223095,0.19395338338223095,0.19395338338223095,0.4064454064454065,0.40644540644540644,0.40644540644540644,0.30953124828474365,0.30953124828474365,0.30953124828474365,0.4175000000000001,0.4175000000000001,0.4175000000000001,0.35625,0.35625,0.35625,0.7216719826168133,0.7216719826168134,0.7216719826168134
validation_prolific,full,0.75,0.03,0.03,documented,50,0.36343588425776935,0.25856889105388325,0.4534200253259714,0.18750855241105796,0.17856146219207295,0.19500048044499335,0.3873400673400673,0.35429292929292927,0.41504329004329005,0.27553500166640865,0.24235148838392662,0.3108037822323485,0.4072500000000001,0.38556250000000003,0.43,0.34325000000000006,0.31640625,0.36915625,0.7021352309133335,0.6773614284037663,0.722999080456611
validation_prolific,full,0.75,0.03,0.03,aligned,50,0.3528846152885707,0.2619775452282302,0.42814067975609843,0.18814071791019868,0.17999566474122172,0.19448933379117078,0.3905242905242905,0.3601130351130351,0.4191077441077441,0.28480139346359773,0.2508445132760063,0.32227897228554164,0.40535,0.38499999999999995,0.42693749999999997,0.341975,0.3218125,0.3625,0.7021516603541816,0.6802726143585659,0.7206335734352539
validation_prolific,full,0.75,0.03,0.03,hyperplane_old,50,0.3284885713247263,0.29675141645509595,0.3474078133492076,0.19355421223798966,0.19182743349995343,0.1956678049987251,0.40520442520442523,0.39741462241462244,0.4107744107744108,0.30723974630200535,0.29829251080565733,0.3142050002997992,0.4184000000000001,0.4130625,0.42443749999999997,0.35605000000000003,0.3468125,0.3625,0.7200630011689063,0.7118886178929471,0.7226138136821018
validation_prolific,full,1.0,0.03,0.03,plain,50,0.3260703287726564,0.3260703287726564,0.3260703287726564,0.19395338338223095,0.19395338338223095,0.19395338338223095,0.4064454064454065,0.40644540644540644,0.40644540644540644,0.30953124828474365,0.30953124828474365,0.30953124828474365,0.4175000000000001,0.4175000000000001,0.4175000000000001,0.35625,0.35625,0.35625,0.7216719826168133,0.7216719826168134,0.7216719826168134
validation_prolific,full,1.0,0.03,0.03,documented,50,0.2497473207769984,0.17951199941854326,0.30378918531494525,0.19914899132571973,0.195481112473457,0.20478281714800733,0.4234632034632035,0.40495430495430496,0.4458874458874459,0.29717769810753264,0.27306175846285385,0.3150937419365032,0.40979999999999994,0.4,0.4219375,0.346825,0.33375000000000005,0.35846875,0.7101444934350403,0.6953839488734088,0.7218540669042809
validation_prolific,full,1.0,0.03,0.03,aligned,50,0.2597610780313548,0.20501817271123268,0.30975952863562006,0.19819367872688048,0.19388041400380499,0.20309606690803206,0.4239153439153439,0.4029341029341029,0.44502164502164504,0.29919730654089255,0.27594244402922374,0.3142663398380071,0.4064000000000001,0.3955625,0.41500000000000004,0.34645000000000004,0.33140625,0.35471875,0.7107464349156021,0.6977602394662485,0.7233113335590488
validation_prolific,full,1.0,0.03,0.03,hyperplane_old,50,0.32565486812344197,0.30917258538308023,0.34043352688272904,0.1939741691579093,0.19264387577391157,0.19528185110882276,0.4065031265031265,0.4037758537758538,0.4101250601250601,0.3092907511180872,0.30440891556800115,0.31378353574246926,0.41730000000000006,0.41556250000000006,0.4175000000000001,0.35605,0.35278125,0.35721875000000003,0.7217126897333479,0.7208504195137558,0.7224170925551766
validation_prolific,missing_only,0.0,0.0,0.0,plain,50,0.3260703287726564,0.3260703287726564,0.3260703287726564,0.19395338338223095,0.19395338338223095,0.19395338338223095,0.4064454064454065,0.40644540644540644,0.40644540644540644,0.30953124828474365,0.30953124828474365,0.30953124828474365,0.4175000000000001,0.4175000000000001,0.4175000000000001,0.35625,0.35625,0.35625,0.7216719826168133,0.7216719826168134,0.7216719826168134
validation_prolific,missing_only,0.0,0.0,0.0,documented,50,0.7461275265930333,0.7461275265930332,0.7461275265930332,0.1371156426398581,0.1371156426398581,0.1371156426398581,0.20394420394420393,0.20394420394420396,0.20394420394420396,0.3907804010105274,0.3907804010105274,0.3907804010105274,0.4375,0.4375,0.4375,0.3762499999999999,0.37625,0.37625,0.729738715486972,0.729738715486972,0.729738715486972
validation_prolific,missing_only,0.0,0.0,0.0,aligned,50,0.748772431745018,0.748772431745018,0.748772431745018,0.13618934334574273,0.1361893433457427,0.1361893433457427,0.20009620009620008,0.2000962000962001,0.2000962000962001,0.3944001969712321,0.394400196971232,0.394400196971232,0.44249999999999995,0.4425,0.4425,0.37625,0.37625000000000003,0.37625000000000003,0.7322193814406407,0.7322193814406406,0.7322193814406406
validation_prolific,missing_only,0.0,0.0,0.0,hyperplane_old,50,0.45674349008460086,0.4567434900846008,0.4567434900846008,0.18110643892564762,0.18110643892564762,0.18110643892564762,0.36748436748436736,0.36748436748436747,0.36748436748436747,0.2848210464355731,0.2848210464355731,0.2848210464355731,0.4225,0.42250000000000004,0.42250000000000004,0.36,0.36000000000000004,0.36000000000000004,0.7233362391638269,0.7233362391638268,0.7233362391638268
validation_prolific,missing_only,0.1,0.0,0.0,plain,50,0.3260703287726564,0.3260703287726564,0.3260703287726564,0.19395338338223095,0.19395338338223095,0.19395338338223095,0.4064454064454065,0.40644540644540644,0.40644540644540644,0.30953124828474365,0.30953124828474365,0.30953124828474365,0.4175000000000001,0.4175000000000001,0.4175000000000001,0.35625,0.35625,0.35625,0.7216719826168133,0.7216719826168134,0.7216719826168134
validation_prolific,missing_only,0.1,0.0,0.0,documented,50,0.7220352042348894,0.6964283070394314,0.7403424575223067,0.14202489517290948,0.13880798334982566,0.14532433273132583,0.21961519961519957,0.2057118807118807,0.23333333333333334,0.37222051814402607,0.3465047847720695,0.39297811642024005,0.43439999999999995,0.42056249999999995,0.445,0.3747,0.36403125000000003,0.38471874999999994,0.7270723910589402,0.7129209939303883,0.7414939576765273
validation_prolific,missing_only,0.1,0.0,0.0,aligned,50,0.7135168826983379,0.6831013600115311,0.7425742823635795,0.14245500669209207,0.13780593938661345,0.1471471369285489,0.21924963924963925,0.2054954304954305,0.23403078403078403,0.3684828530308442,0.3290984619062943,0.39414417583977635,0.43310000000000004,0.4180625,0.44443750000000004,0.3693,0.35403124999999996,0.38221874999999994,0.7240719599264512,0.7081825110386569,0.73939400094149
validation_prolific,missing_only,0.1,0.0,0.0,hyperplane_old,50,0.4276198045874338,0.3957797329470916,0.45389968781216566,0.18406256984582076,0.1816083615799076,0.1870755208264005,0.3758441558441558,0.36796536796536794,0.38692881192881196,0.28819645104408753,0.27770281797826113,0.2988573810938416,0.41845000000000004,0.40499999999999997,0.4294375,0.3595750000000001,0.3480625,0.36846875,0.7214011915422102,0.7171330062223922,0.726069739205443
validation_prolific,missing_only,0.25,0.0,0.0,plain,50,0.3260703287726564,0.3260703287726564,0.3260703287726564,0.19395338338223095,0.19395338338223095,0.19395338338223095,0.4064454064454065,0.40644540644540644,0.40644540644540644,0.30953124828474365,0.30953124828474365,0.30953124828474365,0.4175000000000001,0.4175000000000001,0.4175000000000001,0.35625,0.35625,0.35625,0.7216719826168133,0.7216719826168134,0.7216719826168134
validation_prolific,missing_only,0.25,0.0,0.0,documented,50,0.6745168049047687,0.6280801750282742,0.716693790477525,0.1502031494048003,0.14351278963761174,0.156027055953371,0.24658008658008657,0.21810966810966811,0.27581770081770085,0.3421093640530096,0.30379897487187474,0.373712858969077,0.43150000000000005,0.40918750000000004,0.4494375,0.3672000000000001,0.35153125,0.3825,0.7214966467578497,0.7006637728101649,0.7410495360409969
validation_prolific,missing_only,0.25,0.0,0.0,aligned,50,0.661470197105984,0.6111010935935568,0.7141257379826869,0.15088900242417733,0.14266298594163185,0.15715219007734516,0.24911976911976916,0.21758056758056757,0.2784992784992785,0.33986598955823233,0.30183915465209266,0.3815232631071866,0.42695,0.40612499999999996,0.44443750000000004,0.36160000000000003,0.34431249999999997,0.37875000000000003,0.7173134118604849,0.696002578020823,0.7394504737383499
validation_prolific,missing_only,0.25,0.0,0.0,hyperplane_old,50,0.39203706717852993,0.3546710222542645,0.42806310660509966,0.1875375104129397,0.18400132080516723,0.19121140164123784,0.3876671476671477,0.3746512746512747,0.40179172679172676,0.2951731277245291,0.28307295987045183,0.307005084707186,0.4157,0.4055625,0.425,0.35765,0.34265625,0.36721875,0.719325909135869,0.7146685019907041,0.7249585368817778
validation_prolific,missing_only,0.5,0.0,0.0,plain,50,0.3260703287726564,0.3260703287726564,0.3260703287726564,0.19395338338223095,0.19395338338223095,0.19395338338223095,0.4064454064454065,0.40644540644540644,0.40644540644540644,0.30953124828474365,0.30953124828474365,0.30953124828474365,0.4175000000000001,0.4175000000000001,0.4175000000000001,0.35625,0.35625,0.35625,0.7216719826168133,0.7216719826168134,0.7216719826168134
validation_prolific,missing_only,0.5,0.0,0.0,documented,50,0.5663165867694773,0.4977999785731578,0.6423940544338763,0.16647343347281043,0.15773509248438727,0.1744304032731863,0.309042809042809,0.2636002886002886,0.345021645021645,0.2959282507256026,0.25267413483142237,0.3269485475200859,0.4205,0.40499999999999997,0.4408125,0.35385000000000005,0.3341875,0.37318749999999995,0.7104794665540227,0.6871632962443401,0.7290857948219684
validation_prolific,missing_only,0.5,0.0,0.0,aligned,50,0.5459776571429106,0.4577370749165638,0.614911579677908,0.16773885969778812,0.16003863286164882,0.17734807943108058,0.3158922558922559,0.27355699855699855,0.34929052429052426,0.3011074907583102,0.2653686976250756,0.3289651880607354,0.4141500000000001,0.395,0.4294375,0.3490750000000001,0.33528125000000003,0.36500000000000005,0.7075561241067814,0.687891283147955,0.7233619698707968
validation_prolific,missing_only,0.5,0.0,0.0,hyperplane_old,50,0.3506522748141906,0.32938522612881543,0.3860408430246254,0.191568861795209,0.1880599886384696,0.19357340957689573,0.4000384800384801,0.3868446368446368,0.40644540644540644,0.3033063618885654,0.2926211156156763,0.31059215256796696,0.41705,0.4080625,0.4225,0.35707500000000003,0.34778125000000004,0.36596874999999995,0.7194730476402732,0.7146782778536891,0.7233087236095814
validation_prolific,missing_only,0.75,0.0,0.0,plain,50,0.3260703287726564,0.3260703287726564,0.3260703287726564,0.19395338338223095,0.19395338338223095,0.19395338338223095,0.4064454064454065,0.40644540644540644,0.40644540644540644,0.30953124828474365,0.30953124828474365,0.30953124828474365,0.4175000000000001,0.4175000000000001,0.4175000000000001,0.35625,0.35625,0.35625,0.7216719826168133,0.7216719826168134,0.7216719826168134
validation_prolific,missing_only,0.75,0.0,0.0,documented,50,0.4448244253584275,0.3948137561979165,0.5005528618342743,0.18109163629170022,0.17586234223798752,0.18527888917248936,0.366041366041366,0.34146224146224147,0.3865079365079365,0.28523159275560894,0.25048463624800676,0.31651355962359473,0.41464999999999996,0.395,0.4344375,0.349225,0.33375,0.36596875,0.710256142881463,0.6894506316356718,0.7282031482837772
validation_prolific,missing_only,0.75,0.0,0.0,aligned,50,0.424033196044791,0.3643569380800879,0.47984570729841125,0.18239498900877676,0.17658549987804362,0.1877032989548773,0.37123617123617125,0.3493145743145743,0.39398749398749394,0.29002697716800957,0.24659185432283362,0.31456263704580084,0.40865,0.39,0.42750000000000005,0.34545000000000003,0.33,0.35971875,0.7066565476430375,0.6853566251401508,0.7202773788491275
validation_prolific,missing_only,0.75,0.0,0.0,hyperplane_old,50,0.333560211369718,0.3259420164932094,0.35443116718093354,0.19321093050052351,0.1910160408813582,0.19395338338223095,0.40445406445406445,0.39485329485329485,0.4069264069264069,0.3077296712410787,0.3013991401399981,0.3106218092570474,0.4178500000000001,0.4125,0.4225,0.357,0.35153125,0.3625,0.720789603151472,0.7173969863042119,0.7224062213772737
validation_prolific,missing_only,1.0,0.0,0.0,plain,50,0.3260703287726564,0.3260703287726564,0.3260703287726564,0.19395338338223095,0.19395338338223095,0.19395338338223095,0.4064454064454065,0.40644540644540644,0.40644540644540644,0.30953124828474365,0.30953124828474365,0.30953124828474365,0.4175000000000001,0.4175000000000001,0.4175000000000001,0.35625,0.35625,0.35625,0.7216719826168133,0.7216719826168134,0.7216719826168134
validation_prolific,missing_only,1.0,0.0,0.0,documented,50,0.3260703287726564,0.3260703287726564,0.3260703287726564,0.19395338338223095,0.19395338338223095,0.19395338338223095,0.4064454064454065,0.40644540644540644,0.40644540644540644,0.30953124828474365,0.30953124828474365,0.30953124828474365,0.4175000000000001,0.4175000000000001,0.4175000000000001,0.35625,0.35625,0.35625,0.7216719826168133,0.7216719826168134,0.7216719826168134
validation_prolific,missing_only,1.0,0.0,0.0,aligned,50,0.32924813318198354,0.32924813318198354,0.32924813318198354,0.19325972345094503,0.19325972345094503,0.19325972345094503,0.40788840788840786,0.4078884078884079,0.4078884078884079,0.30588135265449395,0.305881352654494,0.305881352654494,0.4100000000000001,0.41000000000000003,0.41000000000000003,0.35125,0.35125,0.35125,0.7176521237831277,0.7176521237831277,0.7176521237831277
validation_prolific,missing_only,1.0,0.0,0.0,hyperplane_old,50,0.3260703287726564,0.3260703287726564,0.3260703287726564,0.19395338338223095,0.19395338338223095,0.19395338338223095,0.4064454064454065,0.40644540644540644,0.40644540644540644,0.30953124828474365,0.30953124828474365,0.30953124828474365,0.4175000000000001,0.4175000000000001,0.4175000000000001,0.35625,0.35625,0.35625,0.7216719826168133,0.7216719826168134,0.7216719826168134
